row_id,error_type,original_text,corrected_text,source_sentence,hypothesis_sentence
403,M:PUNCT,,",","I said that because when I was eleven my best friend had been operated on her back and before the operation he came with me and every day I had to wait for her because she spendt a lot of time in the shower cleaning her long hais , I hated that !","I said that because when I was eleven my best friend had an operation on her back and , before the operation , he came with me and , every day , I had to wait for her because she spent a lot of time in the shower cleaning her long hair . I hated that !"
403,M:PUNCT,,",","I said that because when I was eleven my best friend had been operated on her back and before the operation he came with me and every day I had to wait for her because she spendt a lot of time in the shower cleaning her long hais , I hated that !","I said that because when I was eleven my best friend had an operation on her back and , before the operation , he came with me and , every day , I had to wait for her because she spent a lot of time in the shower cleaning her long hair . I hated that !"
403,M:PUNCT,,",","I said that because when I was eleven my best friend had been operated on her back and before the operation he came with me and every day I had to wait for her because she spendt a lot of time in the shower cleaning her long hais , I hated that !","I said that because when I was eleven my best friend had an operation on her back and , before the operation , he came with me and , every day , I had to wait for her because she spent a lot of time in the shower cleaning her long hair . I hated that !"
403,M:PUNCT,,",","I said that because when I was eleven my best friend had been operated on her back and before the operation he came with me and every day I had to wait for her because she spendt a lot of time in the shower cleaning her long hais , I hated that !","I said that because when I was eleven my best friend had an operation on her back and , before the operation , he came with me and , every day , I had to wait for her because she spent a lot of time in the shower cleaning her long hair . I hated that !"
403,R:SPELL,spendt,spent,"I said that because when I was eleven my best friend had been operated on her back and before the operation he came with me and every day I had to wait for her because she spendt a lot of time in the shower cleaning her long hais , I hated that !","I said that because when I was eleven my best friend had an operation on her back and , before the operation , he came with me and , every day , I had to wait for her because she spent a lot of time in the shower cleaning her long hair . I hated that !"
403,R:SPELL,hais,hair,"I said that because when I was eleven my best friend had been operated on her back and before the operation he came with me and every day I had to wait for her because she spendt a lot of time in the shower cleaning her long hais , I hated that !","I said that because when I was eleven my best friend had an operation on her back and , before the operation , he came with me and , every day , I had to wait for her because she spent a lot of time in the shower cleaning her long hair . I hated that !"
403,R:PUNCT,",",.,"I said that because when I was eleven my best friend had been operated on her back and before the operation he came with me and every day I had to wait for her because she spendt a lot of time in the shower cleaning her long hais , I hated that !","I said that because when I was eleven my best friend had an operation on her back and , before the operation , he came with me and , every day , I had to wait for her because she spent a lot of time in the shower cleaning her long hair . I hated that !"
404,M:PUNCT,,",","Luckily the operation was fine and she left to come with me , and since that day I go for my own .","Luckily , the operation was fine and she stopped coming with me , and since that day , I go on my own ."
404,R:VERB:FORM,left to come,stopped coming,"Luckily the operation was fine and she left to come with me , and since that day I go for my own .","Luckily , the operation was fine and she stopped coming with me , and since that day , I go on my own ."
404,M:PUNCT,,",","Luckily the operation was fine and she left to come with me , and since that day I go for my own .","Luckily , the operation was fine and she stopped coming with me , and since that day , I go on my own ."
404,R:PREP,for,on,"Luckily the operation was fine and she left to come with me , and since that day I go for my own .","Luckily , the operation was fine and she stopped coming with me , and since that day , I go on my own ."
405,R:MORPH,Swim,Swimming,"Swim is a relaxing exercise for me and normally there are n't many people in the pool , but sometimes there are children and I do n't like so much because they like disturbing me but sometimes it is amusing too .","Swimming is relaxing exercise for me and normally there are n't many people in the pool . But sometimes there are children and I do n't like that so much because they like disturbing me . But sometimes it is amusing , too ."
405,U:DET,a,,"Swim is a relaxing exercise for me and normally there are n't many people in the pool , but sometimes there are children and I do n't like so much because they like disturbing me but sometimes it is amusing too .","Swimming is relaxing exercise for me and normally there are n't many people in the pool . But sometimes there are children and I do n't like that so much because they like disturbing me . But sometimes it is amusing , too ."
405,R:PUNCT,", but",. But,"Swim is a relaxing exercise for me and normally there are n't many people in the pool , but sometimes there are children and I do n't like so much because they like disturbing me but sometimes it is amusing too .","Swimming is relaxing exercise for me and normally there are n't many people in the pool . But sometimes there are children and I do n't like that so much because they like disturbing me . But sometimes it is amusing , too ."
405,M:DET,,that,"Swim is a relaxing exercise for me and normally there are n't many people in the pool , but sometimes there are children and I do n't like so much because they like disturbing me but sometimes it is amusing too .","Swimming is relaxing exercise for me and normally there are n't many people in the pool . But sometimes there are children and I do n't like that so much because they like disturbing me . But sometimes it is amusing , too ."
405,M:PUNCT,but,. But,"Swim is a relaxing exercise for me and normally there are n't many people in the pool , but sometimes there are children and I do n't like so much because they like disturbing me but sometimes it is amusing too .","Swimming is relaxing exercise for me and normally there are n't many people in the pool . But sometimes there are children and I do n't like that so much because they like disturbing me . But sometimes it is amusing , too ."
405,M:PUNCT,,",","Swim is a relaxing exercise for me and normally there are n't many people in the pool , but sometimes there are children and I do n't like so much because they like disturbing me but sometimes it is amusing too .","Swimming is relaxing exercise for me and normally there are n't many people in the pool . But sometimes there are children and I do n't like that so much because they like disturbing me . But sometimes it is amusing , too ."
406,U:PREP,to,,"I would recommended to people who not know swim to learn , because I am pretty sure that it like it and later they can stop swim .","I would recommended people who do not know to how swim to learn , because I am pretty sure that they will like it and later they can stop swimming ."
406,M:VERB:TENSE,,do,"I would recommended to people who not know swim to learn , because I am pretty sure that it like it and later they can stop swim .","I would recommended people who do not know to how swim to learn , because I am pretty sure that they will like it and later they can stop swimming ."
406,M:OTHER,,to how,"I would recommended to people who not know swim to learn , because I am pretty sure that it like it and later they can stop swim .","I would recommended people who do not know to how swim to learn , because I am pretty sure that they will like it and later they can stop swimming ."
406,R:OTHER,it,they will,"I would recommended to people who not know swim to learn , because I am pretty sure that it like it and later they can stop swim .","I would recommended people who do not know to how swim to learn , because I am pretty sure that they will like it and later they can stop swimming ."
406,R:VERB:FORM,swim,swimming,"I would recommended to people who not know swim to learn , because I am pretty sure that it like it and later they can stop swim .","I would recommended people who do not know to how swim to learn , because I am pretty sure that they will like it and later they can stop swimming ."
407,R:NOUN,way,means,I think that dance is a way for self - expression .,I think that dance is a means of self - expression .
407,R:PREP,for,of,I think that dance is a way for self - expression .,I think that dance is a means of self - expression .
408,R:PUNCT,",",;,"It 's not just a hobby , it 's more than this .",It 's not just a hobby ; it 's more than that .
408,R:DET,this,that,"It 's not just a hobby , it 's more than this .",It 's not just a hobby ; it 's more than that .
409,R:NOUN,type,way,"Dance is a passion , a type of life .","Dance is a passion , a way of life ."
410,R:MORPH,stupids,stupid,"When I 'm dancing I forget all my problems , except my stupids companions that they do n't understand anything .","When I 'm dancing I forget all my problems , except my stupid companions that do n't understand anything ."
410,U:PRON,they,,"When I 'm dancing I forget all my problems , except my stupids companions that they do n't understand anything .","When I 'm dancing I forget all my problems , except my stupid companions that do n't understand anything ."
412,M:PUNCT,,",","When you dance , sing , or act you are showing something to the public , something that 's important por you .","When you dance , sing , or act , you are showing something to the public , something that 's important to you ."
412,R:SPELL,por,to,"When you dance , sing , or act you are showing something to the public , something that 's important por you .","When you dance , sing , or act , you are showing something to the public , something that 's important to you ."
413,R:VERB:FORM,practise,practising,"If dance is your passion , you practise every day , and you 'll keep practise all the days until you can .","If dance is your passion , you practise every day , and you 'll keep practising all day until you can ."
413,U:DET,the,,"If dance is your passion , you practise every day , and you 'll keep practise all the days until you can .","If dance is your passion , you practise every day , and you 'll keep practising all day until you can ."
413,R:NOUN:NUM,days,day,"If dance is your passion , you practise every day , and you 'll keep practise all the days until you can .","If dance is your passion , you practise every day , and you 'll keep practising all day until you can ."
414,M:OTHER,,", it","If you are tired does n't matters , because you like that you 're doing .","If you are tired , it does n't matter , because you like what you 're doing ."
414,R:VERB:FORM,matters,matter,"If you are tired does n't matters , because you like that you 're doing .","If you are tired , it does n't matter , because you like what you 're doing ."
414,R:PRON,that,what,"If you are tired does n't matters , because you like that you 're doing .","If you are tired , it does n't matter , because you like what you 're doing ."
415,R:PART,for,to,"You 'll wake up early for going dance , or do dance classes .","You 'll wake up early to go dancing , or take dance classes ."
415,R:VERB:FORM,going,go,"You 'll wake up early for going dance , or do dance classes .","You 'll wake up early to go dancing , or take dance classes ."
415,R:MORPH,dance,dancing,"You 'll wake up early for going dance , or do dance classes .","You 'll wake up early to go dancing , or take dance classes ."
415,R:VERB,do,take,"You 'll wake up early for going dance , or do dance classes .","You 'll wake up early to go dancing , or take dance classes ."
416,R:VERB,matter,mind,"You do n't matter if you go to sleep late , or do n't sleep ...","You do n't mind if you go to sleep late , or do n't sleep ..."
417,R:PUNCT,", you",. You,"That 's a joke , you must sleep .",That 's a joke . You must sleep .
420,R:ORTH,i,I,"i love my family special my little sister , she has sixteen years old , i consider my best friend because i used to tell her everything of my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life ."
420,M:PUNCT,,",","i love my family special my little sister , she has sixteen years old , i consider my best friend because i used to tell her everything of my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life ."
420,R:OTHER,special,especially,"i love my family special my little sister , she has sixteen years old , i consider my best friend because i used to tell her everything of my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life ."
420,R:PUNCT,", she",. She,"i love my family special my little sister , she has sixteen years old , i consider my best friend because i used to tell her everything of my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life ."
420,R:VERB,has,is,"i love my family special my little sister , she has sixteen years old , i consider my best friend because i used to tell her everything of my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life ."
420,R:PUNCT,", i",. I,"i love my family special my little sister , she has sixteen years old , i consider my best friend because i used to tell her everything of my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life ."
420,M:PRON,,her,"i love my family special my little sister , she has sixteen years old , i consider my best friend because i used to tell her everything of my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life ."
420,R:ORTH,i,I,"i love my family special my little sister , she has sixteen years old , i consider my best friend because i used to tell her everything of my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life ."
420,R:OTHER,used to,usually,"i love my family special my little sister , she has sixteen years old , i consider my best friend because i used to tell her everything of my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life ."
420,R:PREP,of,about,"i love my family special my little sister , she has sixteen years old , i consider my best friend because i used to tell her everything of my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life ."
421,R:ORTH,i,I,"i have a dog it name 's chente , it is a golden retriver .",I have a dog and its name 's Chente . It is a golden retriever .
421,M:CONJ,,and,"i have a dog it name 's chente , it is a golden retriver .",I have a dog and its name 's Chente . It is a golden retriever .
421,R:DET,it,its,"i have a dog it name 's chente , it is a golden retriver .",I have a dog and its name 's Chente . It is a golden retriever .
421,R:ORTH,chente,Chente,"i have a dog it name 's chente , it is a golden retriver .",I have a dog and its name 's Chente . It is a golden retriever .
421,R:PUNCT,", it",. It,"i have a dog it name 's chente , it is a golden retriver .",I have a dog and its name 's Chente . It is a golden retriever .
421,R:SPELL,retriver,retriever,"i have a dog it name 's chente , it is a golden retriver .",I have a dog and its name 's Chente . It is a golden retriever .
422,R:MORPH,lover,lovely,"It 's a lover dog , he knows how i feel .",It 's a lovely dog . He knows how I feel .
422,R:PUNCT,", he",. He,"It 's a lover dog , he knows how i feel .",It 's a lovely dog . He knows how I feel .
422,R:ORTH,i,I,"It 's a lover dog , he knows how i feel .",It 's a lovely dog . He knows how I feel .
423,M:PUNCT,,",","My oldest sister her name cinthya , she is really weird with me .","My oldest sister , whose name is Cinthya , is really weird towards me ."
423,R:DET,her,whose,"My oldest sister her name cinthya , she is really weird with me .","My oldest sister , whose name is Cinthya , is really weird towards me ."
423,M:VERB,,is,"My oldest sister her name cinthya , she is really weird with me .","My oldest sister , whose name is Cinthya , is really weird towards me ."
423,R:ORTH,cinthya,Cinthya,"My oldest sister her name cinthya , she is really weird with me .","My oldest sister , whose name is Cinthya , is really weird towards me ."
423,U:PRON,she,,"My oldest sister her name cinthya , she is really weird with me .","My oldest sister , whose name is Cinthya , is really weird towards me ."
423,R:PREP,with,towards,"My oldest sister her name cinthya , she is really weird with me .","My oldest sister , whose name is Cinthya , is really weird towards me ."
424,R:ORTH,our,Our,our relation is not good because she is so different to me .,Our relationship is not good because she is so different to me .
424,R:MORPH,relation,relationship,our relation is not good because she is so different to me .,Our relationship is not good because she is so different to me .
425,M:PUNCT,i,", I","Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .","Also , I have a brother whose name is Jose Luis . He is twenty years old , his personality is dynamic and funny ."
425,R:DET,his,whose,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .","Also , I have a brother whose name is Jose Luis . He is twenty years old , his personality is dynamic and funny ."
425,R:ORTH,jose luis,Jose Luis,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .","Also , I have a brother whose name is Jose Luis . He is twenty years old , his personality is dynamic and funny ."
425,M:PUNCT,he,. He,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .","Also , I have a brother whose name is Jose Luis . He is twenty years old , his personality is dynamic and funny ."
425,R:VERB,has,is,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .","Also , I have a brother whose name is Jose Luis . He is twenty years old , his personality is dynamic and funny ."
425,R:SPELL,dinamic,dynamic,"Also i have a brother his name is jose luis he has twenty years old , his personality is dinamic and funny .","Also , I have a brother whose name is Jose Luis . He is twenty years old , his personality is dynamic and funny ."
426,U:OTHER,", they",,"My mom and my dad , they are a goog guys .",My mom and my dad are good people .
426,R:OTHER,a goog,good,"My mom and my dad , they are a goog guys .",My mom and my dad are good people .
426,R:NOUN,guys,people,"My mom and my dad , they are a goog guys .",My mom and my dad are good people .
427,M:PUNCT,i,", I","Actually i prefer pass my time alone , i am working in other town so i stay away from my family .","Actually , I prefer spending my time alone . I am working in another town , so I live away from my family ."
427,R:VERB,pass,spending,"Actually i prefer pass my time alone , i am working in other town so i stay away from my family .","Actually , I prefer spending my time alone . I am working in another town , so I live away from my family ."
427,R:PUNCT,", i",. I,"Actually i prefer pass my time alone , i am working in other town so i stay away from my family .","Actually , I prefer spending my time alone . I am working in another town , so I live away from my family ."
427,R:DET,other,another,"Actually i prefer pass my time alone , i am working in other town so i stay away from my family .","Actually , I prefer spending my time alone . I am working in another town , so I live away from my family ."
427,M:PUNCT,,",","Actually i prefer pass my time alone , i am working in other town so i stay away from my family .","Actually , I prefer spending my time alone . I am working in another town , so I live away from my family ."
427,R:ORTH,i,I,"Actually i prefer pass my time alone , i am working in other town so i stay away from my family .","Actually , I prefer spending my time alone . I am working in another town , so I live away from my family ."
427,R:VERB,stay,live,"Actually i prefer pass my time alone , i am working in other town so i stay away from my family .","Actually , I prefer spending my time alone . I am working in another town , so I live away from my family ."
428,R:OTHER,Hi,Dear,Hi mrs .,Dear mrs .
430,R:ORTH,how,How,how are you ? I hope you are well .,How are you ? I hope you are well .
431,R:PART,For,To,"For work in our cafe you have to speak English of course , maybe know how to cook some type of sweet foods like cupcakes , cake , cokiees or brownies , the most popular foods of this year .","To work in our cafe you have to speak English , of course , maybe know how to cook some types of sweet foods like cupcakes , cakes , cookies or brownies , the most popular foods of this year ."
431,M:PUNCT,,",","For work in our cafe you have to speak English of course , maybe know how to cook some type of sweet foods like cupcakes , cake , cokiees or brownies , the most popular foods of this year .","To work in our cafe you have to speak English , of course , maybe know how to cook some types of sweet foods like cupcakes , cakes , cookies or brownies , the most popular foods of this year ."
431,R:NOUN:NUM,type,types,"For work in our cafe you have to speak English of course , maybe know how to cook some type of sweet foods like cupcakes , cake , cokiees or brownies , the most popular foods of this year .","To work in our cafe you have to speak English , of course , maybe know how to cook some types of sweet foods like cupcakes , cakes , cookies or brownies , the most popular foods of this year ."
431,R:NOUN:NUM,cake,cakes,"For work in our cafe you have to speak English of course , maybe know how to cook some type of sweet foods like cupcakes , cake , cokiees or brownies , the most popular foods of this year .","To work in our cafe you have to speak English , of course , maybe know how to cook some types of sweet foods like cupcakes , cakes , cookies or brownies , the most popular foods of this year ."
431,R:SPELL,cokiees,cookies,"For work in our cafe you have to speak English of course , maybe know how to cook some type of sweet foods like cupcakes , cake , cokiees or brownies , the most popular foods of this year .","To work in our cafe you have to speak English , of course , maybe know how to cook some types of sweet foods like cupcakes , cakes , cookies or brownies , the most popular foods of this year ."
432,R:OTHER,it 's,is,"Another thing that you must know it 's how to deal with people , we are searching for someone who can impress everyone , also someone who can bring the customers good atencion and service .","Another thing that you must know is how to deal with people . We are searching for someone who can impress everyone , also someone who can give the customers good attention and service ."
432,R:PUNCT,", we",. We,"Another thing that you must know it 's how to deal with people , we are searching for someone who can impress everyone , also someone who can bring the customers good atencion and service .","Another thing that you must know is how to deal with people . We are searching for someone who can impress everyone , also someone who can give the customers good attention and service ."
432,R:VERB,bring,give,"Another thing that you must know it 's how to deal with people , we are searching for someone who can impress everyone , also someone who can bring the customers good atencion and service .","Another thing that you must know is how to deal with people . We are searching for someone who can impress everyone , also someone who can give the customers good attention and service ."
432,R:SPELL,atencion,attention,"Another thing that you must know it 's how to deal with people , we are searching for someone who can impress everyone , also someone who can bring the customers good atencion and service .","Another thing that you must know is how to deal with people . We are searching for someone who can impress everyone , also someone who can give the customers good attention and service ."
433,R:VERB,ready,prepared,"We need someone ready for work long hours , because our cafe is going to open every day .","We need someone prepared to work long hours , because our cafe is going to open every day ."
433,R:PART,for,to,"We need someone ready for work long hours , because our cafe is going to open every day .","We need someone prepared to work long hours , because our cafe is going to open every day ."
437,R:ORTH,we,We,"we think that in the future the planet will be in bad conditions and the trees will be dissappearing , after that we will be having wars .","We think that in the future the planet will be in a bad condition and the trees will disappear . After that , we will have wars ."
437,M:DET,,a,"we think that in the future the planet will be in bad conditions and the trees will be dissappearing , after that we will be having wars .","We think that in the future the planet will be in a bad condition and the trees will disappear . After that , we will have wars ."
437,R:NOUN:NUM,conditions,condition,"we think that in the future the planet will be in bad conditions and the trees will be dissappearing , after that we will be having wars .","We think that in the future the planet will be in a bad condition and the trees will disappear . After that , we will have wars ."
437,R:VERB,be dissappearing,disappear,"we think that in the future the planet will be in bad conditions and the trees will be dissappearing , after that we will be having wars .","We think that in the future the planet will be in a bad condition and the trees will disappear . After that , we will have wars ."
437,R:PUNCT,", after",. After,"we think that in the future the planet will be in bad conditions and the trees will be dissappearing , after that we will be having wars .","We think that in the future the planet will be in a bad condition and the trees will disappear . After that , we will have wars ."
437,M:PUNCT,,",","we think that in the future the planet will be in bad conditions and the trees will be dissappearing , after that we will be having wars .","We think that in the future the planet will be in a bad condition and the trees will disappear . After that , we will have wars ."
437,R:VERB:TENSE,be having,have,"we think that in the future the planet will be in bad conditions and the trees will be dissappearing , after that we will be having wars .","We think that in the future the planet will be in a bad condition and the trees will disappear . After that , we will have wars ."
438,M:PUNCT,,",","In 30 years we will have changed our anatomy , also we will be eating fast food , on the other hand , the north pole will have melted totally .","In 30 years , we will have changed our anatomy . Also , we will be eating fast food . On the other hand , the North Pole will have melted completely ."
438,M:PUNCT,,.,"In 30 years we will have changed our anatomy , also we will be eating fast food , on the other hand , the north pole will have melted totally .","In 30 years , we will have changed our anatomy . Also , we will be eating fast food . On the other hand , the North Pole will have melted completely ."
438,R:WO,", also","Also ,","In 30 years we will have changed our anatomy , also we will be eating fast food , on the other hand , the north pole will have melted totally .","In 30 years , we will have changed our anatomy . Also , we will be eating fast food . On the other hand , the North Pole will have melted completely ."
438,R:PUNCT,", on",. On,"In 30 years we will have changed our anatomy , also we will be eating fast food , on the other hand , the north pole will have melted totally .","In 30 years , we will have changed our anatomy . Also , we will be eating fast food . On the other hand , the North Pole will have melted completely ."
438,R:ORTH,north pole,North Pole,"In 30 years we will have changed our anatomy , also we will be eating fast food , on the other hand , the north pole will have melted totally .","In 30 years , we will have changed our anatomy . Also , we will be eating fast food . On the other hand , the North Pole will have melted completely ."
438,R:ADV,totally,completely,"In 30 years we will have changed our anatomy , also we will be eating fast food , on the other hand , the north pole will have melted totally .","In 30 years , we will have changed our anatomy . Also , we will be eating fast food . On the other hand , the North Pole will have melted completely ."
439,M:PREP,,because,"The temperature will have become crazy by global warming , so some people will have died because the natural disasters will be more aggressive .","The temperature will have become crazy because of global warming , so some people will die because natural disasters will be more aggressive ."
439,R:PREP,by,of,"The temperature will have become crazy by global warming , so some people will have died because the natural disasters will be more aggressive .","The temperature will have become crazy because of global warming , so some people will die because natural disasters will be more aggressive ."
439,R:VERB:TENSE,have died,die,"The temperature will have become crazy by global warming , so some people will have died because the natural disasters will be more aggressive .","The temperature will have become crazy because of global warming , so some people will die because natural disasters will be more aggressive ."
439,U:DET,the,,"The temperature will have become crazy by global warming , so some people will have died because the natural disasters will be more aggressive .","The temperature will have become crazy because of global warming , so some people will die because natural disasters will be more aggressive ."
440,U:DET,The,,The Technology will have advanced and maybe the cars will be flying by streets and computers will have totally changed .,Technology will have advanced and maybe cars will fly above streets and computers will have totally changed .
440,U:DET,the,,The Technology will have advanced and maybe the cars will be flying by streets and computers will have totally changed .,Technology will have advanced and maybe cars will fly above streets and computers will have totally changed .
440,R:VERB:TENSE,be flying,fly,The Technology will have advanced and maybe the cars will be flying by streets and computers will have totally changed .,Technology will have advanced and maybe cars will fly above streets and computers will have totally changed .
440,R:PREP,by,above,The Technology will have advanced and maybe the cars will be flying by streets and computers will have totally changed .,Technology will have advanced and maybe cars will fly above streets and computers will have totally changed .
441,U:PRON,we,,"Because of this , we have to raise awareness of what is happening and we help the planet .","Because of this , we have to raise awareness of what is happening and help the planet ."
443,R:NOUN,lifetime,life,I ca n't imagine my lifetime without friends .,I ca n't imagine my life without friends .
445,R:SPELL,easyier,easier,It is easyier than you think .,It is easier than you think .
449,R:MORPH,calm,calmly,They just have to calm talk about it .,They just have to calmly talk about it .
450,M:DET,,a,"If your friendship is real , you will always find point between your opinion and your friend 's one .","If your friendship is real , you will always find a point between your opinion and your friend 's one ."
452,R:OTHER,Good day,Hello,"Good day ,","Hello ,"
453,R:ORTH,Volleyball,volleyball,"My name is Fouad and I would like to talk about my favorite sport , Volleyball one of the most beautiful sports ever and I used to practise this sport 3 times a week since 1980 , the reasons for my enjoyment with this sport are as follows :","My name is Fouad and I would like to talk about my favorite sport , volleyball , one of the most beautiful sports ever and I have been playing this sport 3 times a week since 1980 . The reasons for my enjoyment of this sport are as follows :"
453,M:PUNCT,,",","My name is Fouad and I would like to talk about my favorite sport , Volleyball one of the most beautiful sports ever and I used to practise this sport 3 times a week since 1980 , the reasons for my enjoyment with this sport are as follows :","My name is Fouad and I would like to talk about my favorite sport , volleyball , one of the most beautiful sports ever and I have been playing this sport 3 times a week since 1980 . The reasons for my enjoyment of this sport are as follows :"
453,R:VERB,used,have,"My name is Fouad and I would like to talk about my favorite sport , Volleyball one of the most beautiful sports ever and I used to practise this sport 3 times a week since 1980 , the reasons for my enjoyment with this sport are as follows :","My name is Fouad and I would like to talk about my favorite sport , volleyball , one of the most beautiful sports ever and I have been playing this sport 3 times a week since 1980 . The reasons for my enjoyment of this sport are as follows :"
453,R:VERB:TENSE,to,been,"My name is Fouad and I would like to talk about my favorite sport , Volleyball one of the most beautiful sports ever and I used to practise this sport 3 times a week since 1980 , the reasons for my enjoyment with this sport are as follows :","My name is Fouad and I would like to talk about my favorite sport , volleyball , one of the most beautiful sports ever and I have been playing this sport 3 times a week since 1980 . The reasons for my enjoyment of this sport are as follows :"
453,R:VERB,practise,playing,"My name is Fouad and I would like to talk about my favorite sport , Volleyball one of the most beautiful sports ever and I used to practise this sport 3 times a week since 1980 , the reasons for my enjoyment with this sport are as follows :","My name is Fouad and I would like to talk about my favorite sport , volleyball , one of the most beautiful sports ever and I have been playing this sport 3 times a week since 1980 . The reasons for my enjoyment of this sport are as follows :"
453,R:PUNCT,", the",. The,"My name is Fouad and I would like to talk about my favorite sport , Volleyball one of the most beautiful sports ever and I used to practise this sport 3 times a week since 1980 , the reasons for my enjoyment with this sport are as follows :","My name is Fouad and I would like to talk about my favorite sport , volleyball , one of the most beautiful sports ever and I have been playing this sport 3 times a week since 1980 . The reasons for my enjoyment of this sport are as follows :"
453,R:PREP,with,of,"My name is Fouad and I would like to talk about my favorite sport , Volleyball one of the most beautiful sports ever and I used to practise this sport 3 times a week since 1980 , the reasons for my enjoyment with this sport are as follows :","My name is Fouad and I would like to talk about my favorite sport , volleyball , one of the most beautiful sports ever and I have been playing this sport 3 times a week since 1980 . The reasons for my enjoyment of this sport are as follows :"
454,M:PRON,,it,1- make me fit and healthy,1- it makes me fit and healthy
454,R:VERB:SVA,make,makes,1- make me fit and healthy,1- it makes me fit and healthy
455,M:OTHER,,it 's a,2- classy game no friction between players,2- it 's a classy game with no friction between players
455,M:PREP,,with,2- classy game no friction between players,2- it 's a classy game with no friction between players
456,R:VERB:SVA,exercise,exercises,3- it exercise all muscles of your body,3- it exercises all the muscles of your body
456,M:DET,,the,3- it exercise all muscles of your body,3- it exercises all the muscles of your body
457,M:PUNCT,,",",Regarding the above I advice all rookies to start practise this sport and they will get many benefits .,"Regarding the above , I advise all rookies to start playing this sport and they will get many benefits ."
457,R:MORPH,advice,advise,Regarding the above I advice all rookies to start practise this sport and they will get many benefits .,"Regarding the above , I advise all rookies to start playing this sport and they will get many benefits ."
457,R:VERB,practise,playing,Regarding the above I advice all rookies to start practise this sport and they will get many benefits .,"Regarding the above , I advise all rookies to start playing this sport and they will get many benefits ."
458,U:DET,the,,"However , the adults they can practise it as well and they will get the same .","However , adults can practise it as well and they will get the same ."
458,U:PRON,they,,"However , the adults they can practise it as well and they will get the same .","However , adults can practise it as well and they will get the same ."
459,M:DET,,this,"As citizens of village , we totally care about environment of our village .","As citizens of this village , we really care about the environment of our village ."
459,R:ADV,totally,really,"As citizens of village , we totally care about environment of our village .","As citizens of this village , we really care about the environment of our village ."
459,M:DET,,the,"As citizens of village , we totally care about environment of our village .","As citizens of this village , we really care about the environment of our village ."
460,R:ORTH,sunday,Sunday,"Every sunday , we do a mutual cooporation where anyone can treat rubbish as good as they treat themselves .","Every Sunday , we do a mutual cooperation where anyone can treat rubbish as well as they treat themselves ."
460,R:SPELL,cooporation,cooperation,"Every sunday , we do a mutual cooporation where anyone can treat rubbish as good as they treat themselves .","Every Sunday , we do a mutual cooperation where anyone can treat rubbish as well as they treat themselves ."
460,R:ADV,good,well,"Every sunday , we do a mutual cooporation where anyone can treat rubbish as good as they treat themselves .","Every Sunday , we do a mutual cooperation where anyone can treat rubbish as well as they treat themselves ."
461,R:NOUN:NUM,ditch,ditches,"We clean the dirty ditch , sweep rubbish then we bury rubbish .","We clean the dirty ditches , sweep rubbish up , then we bury rubbish ."
461,M:OTHER,,"up ,","We clean the dirty ditch , sweep rubbish then we bury rubbish .","We clean the dirty ditches , sweep rubbish up , then we bury rubbish ."
462,R:ADV,Whilst,Meanwhile,"Whilst , we recyling inorganic rubbish too .","Meanwhile , we recycle inorganic rubbish too ."
462,R:VERB,recyling,recycle,"Whilst , we recyling inorganic rubbish too .","Meanwhile , we recycle inorganic rubbish too ."
463,M:NOUN,,rubbish,"From inorganic , we can make bag , hat and other stuffs .","From inorganic rubbish , we can make a bag , a hat and other stuff ."
463,M:DET,,a,"From inorganic , we can make bag , hat and other stuffs .","From inorganic rubbish , we can make a bag , a hat and other stuff ."
463,M:DET,,a,"From inorganic , we can make bag , hat and other stuffs .","From inorganic rubbish , we can make a bag , a hat and other stuff ."
463,R:NOUN:NUM,stuffs,stuff,"From inorganic , we can make bag , hat and other stuffs .","From inorganic rubbish , we can make a bag , a hat and other stuff ."
464,R:PRON,they,we,Then they can sell them and get income of it .,Then we can sell them and get income from it .
464,R:PREP,of,from,Then they can sell them and get income of it .,Then we can sell them and get income from it .
465,U:DET,the,,"The creator of the haven and the earth , the creator of soles , the one who make earth rotate around it self and around the sun .","The creator of heaven and the earth , the creator of souls , the one who makes earth rotate around itself and around the sun ."
