row_id,error_type,original_text,corrected_text,source_sentence,hypothesis_sentence
221,U:DET,the,,"In the Taiwan , many of people have to take care of them parent when they get old , but the point is what if you can not survival , I mean you do n't have enough money to raise you parent .","In Taiwan , many people have to take care of their parents when they get old , but the point is , what if you can not survive ? I mean you do n't have enough money to support your parents ."
221,U:PREP,of,,"In the Taiwan , many of people have to take care of them parent when they get old , but the point is what if you can not survival , I mean you do n't have enough money to raise you parent .","In Taiwan , many people have to take care of their parents when they get old , but the point is , what if you can not survive ? I mean you do n't have enough money to support your parents ."
221,R:DET,them,their,"In the Taiwan , many of people have to take care of them parent when they get old , but the point is what if you can not survival , I mean you do n't have enough money to raise you parent .","In Taiwan , many people have to take care of their parents when they get old , but the point is , what if you can not survive ? I mean you do n't have enough money to support your parents ."
221,R:NOUN:NUM,parent,parents,"In the Taiwan , many of people have to take care of them parent when they get old , but the point is what if you can not survival , I mean you do n't have enough money to raise you parent .","In Taiwan , many people have to take care of their parents when they get old , but the point is , what if you can not survive ? I mean you do n't have enough money to support your parents ."
221,M:PUNCT,,",","In the Taiwan , many of people have to take care of them parent when they get old , but the point is what if you can not survival , I mean you do n't have enough money to raise you parent .","In Taiwan , many people have to take care of their parents when they get old , but the point is , what if you can not survive ? I mean you do n't have enough money to support your parents ."
221,R:MORPH,survival,survive,"In the Taiwan , many of people have to take care of them parent when they get old , but the point is what if you can not survival , I mean you do n't have enough money to raise you parent .","In Taiwan , many people have to take care of their parents when they get old , but the point is , what if you can not survive ? I mean you do n't have enough money to support your parents ."
221,R:PUNCT,",",?,"In the Taiwan , many of people have to take care of them parent when they get old , but the point is what if you can not survival , I mean you do n't have enough money to raise you parent .","In Taiwan , many people have to take care of their parents when they get old , but the point is , what if you can not survive ? I mean you do n't have enough money to support your parents ."
221,R:VERB,raise,support,"In the Taiwan , many of people have to take care of them parent when they get old , but the point is what if you can not survival , I mean you do n't have enough money to raise you parent .","In Taiwan , many people have to take care of their parents when they get old , but the point is , what if you can not survive ? I mean you do n't have enough money to support your parents ."
221,R:DET,you,your,"In the Taiwan , many of people have to take care of them parent when they get old , but the point is what if you can not survival , I mean you do n't have enough money to raise you parent .","In Taiwan , many people have to take care of their parents when they get old , but the point is , what if you can not survive ? I mean you do n't have enough money to support your parents ."
221,R:NOUN:NUM,parent,parents,"In the Taiwan , many of people have to take care of them parent when they get old , but the point is what if you can not survival , I mean you do n't have enough money to raise you parent .","In Taiwan , many people have to take care of their parents when they get old , but the point is , what if you can not survive ? I mean you do n't have enough money to support your parents ."
222,U:ADV,well,,"Back to the topic , I do n't know well any of member of in my family , I do n't trust them , honestly .","Back to the topic , I do n't know any of the members of my family well . I do n't trust them , honestly ."
222,M:DET,,the,"Back to the topic , I do n't know well any of member of in my family , I do n't trust them , honestly .","Back to the topic , I do n't know any of the members of my family well . I do n't trust them , honestly ."
222,R:NOUN:NUM,member,members,"Back to the topic , I do n't know well any of member of in my family , I do n't trust them , honestly .","Back to the topic , I do n't know any of the members of my family well . I do n't trust them , honestly ."
222,U:PREP,in,,"Back to the topic , I do n't know well any of member of in my family , I do n't trust them , honestly .","Back to the topic , I do n't know any of the members of my family well . I do n't trust them , honestly ."
222,R:OTHER,",",well .,"Back to the topic , I do n't know well any of member of in my family , I do n't trust them , honestly .","Back to the topic , I do n't know any of the members of my family well . I do n't trust them , honestly ."
223,R:ORTH,NewZealand,New Zealand,I like NewZealand because there are many islands .,I like New Zealand because there are many islands .
224,R:ORTH,NewZealand,New Zealand,"By the way , NewZealand have a cool weather .","By the way , New Zealand has cool weather ."
224,R:VERB:SVA,have,has,"By the way , NewZealand have a cool weather .","By the way , New Zealand has cool weather ."
224,U:DET,a,,"By the way , NewZealand have a cool weather .","By the way , New Zealand has cool weather ."
226,U:OTHER,have a,,That 's why I order all of you to go there and feel the pleasure and have a try their own food .,That 's why I order all of you to go there and feel the pleasure and try their own food .
227,R:VERB:FORM,bought,buy,"You can also bought a lot of gifts like key chains , statue , or what else memories to be made before returning to Malaysia .","You can also buy a lot of gifts like key chains , statues , or other souvenirs to be made before returning to Malaysia ."
227,R:NOUN:NUM,statue,statues,"You can also bought a lot of gifts like key chains , statue , or what else memories to be made before returning to Malaysia .","You can also buy a lot of gifts like key chains , statues , or other souvenirs to be made before returning to Malaysia ."
227,R:OTHER,what else,other,"You can also bought a lot of gifts like key chains , statue , or what else memories to be made before returning to Malaysia .","You can also buy a lot of gifts like key chains , statues , or other souvenirs to be made before returning to Malaysia ."
227,R:NOUN,memories,souvenirs,"You can also bought a lot of gifts like key chains , statue , or what else memories to be made before returning to Malaysia .","You can also buy a lot of gifts like key chains , statues , or other souvenirs to be made before returning to Malaysia ."
228,R:ORTH,NewZealand,New Zealand,I did not have to go to NewZealand but believe me it is very beautiful place .,"I did not have to go to New Zealand , but believe me , it is a very beautiful place ."
228,M:PUNCT,,",",I did not have to go to NewZealand but believe me it is very beautiful place .,"I did not have to go to New Zealand , but believe me , it is a very beautiful place ."
228,M:PUNCT,,",",I did not have to go to NewZealand but believe me it is very beautiful place .,"I did not have to go to New Zealand , but believe me , it is a very beautiful place ."
228,M:DET,,a,I did not have to go to NewZealand but believe me it is very beautiful place .,"I did not have to go to New Zealand , but believe me , it is a very beautiful place ."
231,M:VERB,,got,The local Council hasn't a project for the environment .,The local Council hasn't got a project for the environment .
232,R:VERB:SVA,throws,throw,People collect any kind of rubbish and throws all together in black sack .,People collect any kind of rubbish and throw it all together in a black sack .
232,M:PRON,,it,People collect any kind of rubbish and throws all together in black sack .,People collect any kind of rubbish and throw it all together in a black sack .
232,M:DET,,a,People collect any kind of rubbish and throws all together in black sack .,People collect any kind of rubbish and throw it all together in a black sack .
233,R:PREP,with,to,"Although the Council began to plan something , the people are n't committed with the problem .","Although the Council began to plan something , the people are n't committed to the problem ."
234,U:DET,the,,"Around the city , you can find many places where the people throw frigo , kitchen , "" amianto "" , old things or furniture .","Around the city , you can find many places where people throw fridges , kitchens , "" amianto "" , old things or furniture ."
234,R:SPELL,frigo,fridges,"Around the city , you can find many places where the people throw frigo , kitchen , "" amianto "" , old things or furniture .","Around the city , you can find many places where people throw fridges , kitchens , "" amianto "" , old things or furniture ."
234,R:NOUN:NUM,kitchen,kitchens,"Around the city , you can find many places where the people throw frigo , kitchen , "" amianto "" , old things or furniture .","Around the city , you can find many places where people throw fridges , kitchens , "" amianto "" , old things or furniture ."
237,M:DET,,the,"There are orange trees , a large lake and Etna in background .","There are orange trees , a large lake and Etna in the background ."
238,M:PREP,,of,"When I was a child , I had a lot friends and they were very important for me .","When I was a child , I had a lot of friends and they were very important to me ."
238,R:PREP,for,to,"When I was a child , I had a lot friends and they were very important for me .","When I was a child , I had a lot of friends and they were very important to me ."
239,R:ADV,ever,always,"We ever played in the park or we talked about our tastes , music , boys , we laugh a lot of ...","We always played in the park or we talked about our tastes , music , boys , we laughed a lot ..."
239,R:VERB:TENSE,laugh,laughed,"We ever played in the park or we talked about our tastes , music , boys , we laugh a lot of ...","We always played in the park or we talked about our tastes , music , boys , we laughed a lot ..."
239,U:PREP,of,,"We ever played in the park or we talked about our tastes , music , boys , we laugh a lot of ...","We always played in the park or we talked about our tastes , music , boys , we laughed a lot ..."
240,M:PUNCT,,",","But when I was a teenager I began to live situations that I did not like it , for instance , the girls said to me bad things or they talked bad about me .","But when I was a teenager , I began to experience situations that I did not like , for instance , the girls said bad things to me or they talked badly about me ."
240,R:VERB,live,experience,"But when I was a teenager I began to live situations that I did not like it , for instance , the girls said to me bad things or they talked bad about me .","But when I was a teenager , I began to experience situations that I did not like , for instance , the girls said bad things to me or they talked badly about me ."
240,U:PRON,it,,"But when I was a teenager I began to live situations that I did not like it , for instance , the girls said to me bad things or they talked bad about me .","But when I was a teenager , I began to experience situations that I did not like , for instance , the girls said bad things to me or they talked badly about me ."
240,R:WO,to me bad things,bad things to me,"But when I was a teenager I began to live situations that I did not like it , for instance , the girls said to me bad things or they talked bad about me .","But when I was a teenager , I began to experience situations that I did not like , for instance , the girls said bad things to me or they talked badly about me ."
240,R:MORPH,bad,badly,"But when I was a teenager I began to live situations that I did not like it , for instance , the girls said to me bad things or they talked bad about me .","But when I was a teenager , I began to experience situations that I did not like , for instance , the girls said bad things to me or they talked badly about me ."
241,M:PUNCT,,",",In those years I lived the worst moments in my life .,"In those years , I lived through the worst moments in my life ."
241,M:PREP,,through,In those years I lived the worst moments in my life .,"In those years , I lived through the worst moments in my life ."
242,R:SPELL,celebreted,celebrated,"I remember when I celebreted my 15th birthday , only one schoolmate wanted to come to my party ; I think that this day was one of the worst day of my life .","I remember when I celebrated my 15th birthday , only one schoolmate wanted to come to my party ; I think that that day was one of the worst days of my life ."
242,R:DET,this,that,"I remember when I celebreted my 15th birthday , only one schoolmate wanted to come to my party ; I think that this day was one of the worst day of my life .","I remember when I celebrated my 15th birthday , only one schoolmate wanted to come to my party ; I think that that day was one of the worst days of my life ."
242,R:NOUN:NUM,day,days,"I remember when I celebreted my 15th birthday , only one schoolmate wanted to come to my party ; I think that this day was one of the worst day of my life .","I remember when I celebrated my 15th birthday , only one schoolmate wanted to come to my party ; I think that that day was one of the worst days of my life ."
243,R:OTHER,There,That,There night I cried because I felt that I have not got any friends .,That night I cried because I felt that I had not got any friends .
243,R:VERB:TENSE,have,had,There night I cried because I felt that I have not got any friends .,That night I cried because I felt that I had not got any friends .
244,R:OTHER,that,to make,"However , my parents tried that my party was the best and they prepared for me a special birthday and they invited all my cousins and together went to eat pizza and gave me a lot of presents .","However , my parents tried to make my party the best and they prepared a special birthday for me and they invited all my cousins and we went to eat pizza and they gave me a lot of presents ."
244,U:VERB,was,,"However , my parents tried that my party was the best and they prepared for me a special birthday and they invited all my cousins and together went to eat pizza and gave me a lot of presents .","However , my parents tried to make my party the best and they prepared a special birthday for me and they invited all my cousins and we went to eat pizza and they gave me a lot of presents ."
244,U:OTHER,for me,,"However , my parents tried that my party was the best and they prepared for me a special birthday and they invited all my cousins and together went to eat pizza and gave me a lot of presents .","However , my parents tried to make my party the best and they prepared a special birthday for me and they invited all my cousins and we went to eat pizza and they gave me a lot of presents ."
244,M:OTHER,,for me,"However , my parents tried that my party was the best and they prepared for me a special birthday and they invited all my cousins and together went to eat pizza and gave me a lot of presents .","However , my parents tried to make my party the best and they prepared a special birthday for me and they invited all my cousins and we went to eat pizza and they gave me a lot of presents ."
244,R:OTHER,together,we,"However , my parents tried that my party was the best and they prepared for me a special birthday and they invited all my cousins and together went to eat pizza and gave me a lot of presents .","However , my parents tried to make my party the best and they prepared a special birthday for me and they invited all my cousins and we went to eat pizza and they gave me a lot of presents ."
244,M:PRON,,they,"However , my parents tried that my party was the best and they prepared for me a special birthday and they invited all my cousins and together went to eat pizza and gave me a lot of presents .","However , my parents tried to make my party the best and they prepared a special birthday for me and they invited all my cousins and we went to eat pizza and they gave me a lot of presents ."
245,R:PREP,In,At,"In there moment , I thought that my best friends was my parents and sister .","At that moment , I thought that my best friends were my parents and sister ."
245,R:OTHER,there,that,"In there moment , I thought that my best friends was my parents and sister .","At that moment , I thought that my best friends were my parents and sister ."
245,R:VERB:SVA,was,were,"In there moment , I thought that my best friends was my parents and sister .","At that moment , I thought that my best friends were my parents and sister ."
246,R:VERB:TENSE,talk,talked,I knew that they never talk bad about me .,I knew that they never talked badly about me .
246,R:MORPH,bad,badly,I knew that they never talk bad about me .,I knew that they never talked badly about me .
248,R:NOUN,people,person,He is the most important people of my life .,He is the most important person in my life .
248,R:PREP,of,in,He is the most important people of my life .,He is the most important person in my life .
249,R:ADV,ever,always,He has ever been with me .,He has always been with me .
251,R:VERB,practise,do,"Both like to travel around the world and to practise some sports , for example , tennis , running or trekking .","Both like to travel around the world and to do some sports , for example , tennis , running or trekking ."
253,U:PUNCT,",",,"To sum up , my best friends are my family , especially , David , my husband .","To sum up , my best friends are my family , especially David , my husband ."
254,R:OTHER,Life,The lives,Life of people around the globe is becoming busier and busier day by day .,The lives of people around the globe are becoming busier and busier day by day .
254,R:VERB:SVA,is,are,Life of people around the globe is becoming busier and busier day by day .,The lives of people around the globe are becoming busier and busier day by day .
255,R:SPELL,compell,compels,"A busy life always compell to use the fastest and most convenient mode of transportation , which has made public transportation system lag behind motor cars .","A busy life always compels us to use the fastest and most convenient mode of transportation , which has made the public transportation system lag behind motor cars ."
255,M:PRON,,us,"A busy life always compell to use the fastest and most convenient mode of transportation , which has made public transportation system lag behind motor cars .","A busy life always compels us to use the fastest and most convenient mode of transportation , which has made the public transportation system lag behind motor cars ."
255,M:DET,,the,"A busy life always compell to use the fastest and most convenient mode of transportation , which has made public transportation system lag behind motor cars .","A busy life always compels us to use the fastest and most convenient mode of transportation , which has made the public transportation system lag behind motor cars ."
257,R:VERB:FORM,reading,read,This advertisement for a job has been reading by suitable person .,This advertisement for a job has been read by a suitable person .
257,M:DET,,a,This advertisement for a job has been reading by suitable person .,This advertisement for a job has been read by a suitable person .
258,R:PUNCT,",",.,"My name is María , I am from Spain .",My name is María . I am from Spain .
259,M:DET,,a,I am interested in this work because I enjoy travelling and I am teacher so I like working with the children .,"I am interested in this work because I enjoy travelling and I am a teacher , so I like working with children ."
259,M:PUNCT,,",",I am interested in this work because I enjoy travelling and I am teacher so I like working with the children .,"I am interested in this work because I enjoy travelling and I am a teacher , so I like working with children ."
259,U:DET,the,,I am interested in this work because I enjoy travelling and I am teacher so I like working with the children .,"I am interested in this work because I enjoy travelling and I am a teacher , so I like working with children ."
261,M:PUNCT,,",","I would like to speak English perfectly so I think up the idea about if I work in summer camps , I will improve my level English .","I would like to speak English perfectly , so I thought up the idea that if I work in summer camps , I will improve my level of English ."
261,R:VERB:TENSE,think,thought,"I would like to speak English perfectly so I think up the idea about if I work in summer camps , I will improve my level English .","I would like to speak English perfectly , so I thought up the idea that if I work in summer camps , I will improve my level of English ."
261,R:PREP,about,that,"I would like to speak English perfectly so I think up the idea about if I work in summer camps , I will improve my level English .","I would like to speak English perfectly , so I thought up the idea that if I work in summer camps , I will improve my level of English ."
261,M:PREP,,of,"I would like to speak English perfectly so I think up the idea about if I work in summer camps , I will improve my level English .","I would like to speak English perfectly , so I thought up the idea that if I work in summer camps , I will improve my level of English ."
262,R:PREP,For,On,"For the other hand , I could teach Spanish to the children in the summer camps .","On the other hand , I could teach Spanish to the children in the summer camps ."
263,M:PREP,,for,I am waiting yours answer .,I am waiting for your answer .
263,R:DET,yours,your,I am waiting yours answer .,I am waiting for your answer .
265,R:ORTH,are,Are,How are you ? are yo still living in Madrid ?,How are you ? Are you still living in Madrid ?
265,R:SPELL,yo,you,How are you ? are yo still living in Madrid ?,How are you ? Are you still living in Madrid ?
266,U:DET,the,,"Yes , I started my lessons the last month and it 's very interesting .","Yes , I started my lessons last month and it 's very interesting ."
267,R:SPELL,lerning,learning,I 'm lerning a lot and the students are very friendly .,I 'm learning a lot and the students are very friendly .
268,R:SPELL,dificult,difficult,"But I need to study harder because I want to pass the exam , and it 's very dificult .","But I need to study harder because I want to pass the exam , and it 's very difficult ."
269,R:ORTH,i,I,"However , if I carry on studying like now , i will do it .","However , if I carry on studying like now , I will do it ."
270,M:PUNCT,,.,The lessons are very funny,The lessons are very funny .
271,R:ORTH,madam,Madam,Dear Sir or madam :,Dear Sir or Madam :
272,R:NOUN,announcement,advertisement,I have seen your announcement in the newspaper and I am interested to apply for .,I have seen your advertisement in the newspaper and I am interested in applying for it .
272,R:PART,to,in,I have seen your announcement in the newspaper and I am interested to apply for .,I have seen your advertisement in the newspaper and I am interested in applying for it .
272,R:VERB:FORM,apply,applying,I have seen your announcement in the newspaper and I am interested to apply for .,I have seen your advertisement in the newspaper and I am interested in applying for it .
272,M:PRON,,it,I have seen your announcement in the newspaper and I am interested to apply for .,I have seen your advertisement in the newspaper and I am interested in applying for it .
273,M:PUNCT,besides,. Besides,"I can speak English and I am a lovely , energetic and hardworking person besides I have recommended paper from","I can speak English and I am a lovely , energetic and hardworking person . Besides , I have a recommendation letter from"
273,M:PUNCT,,",","I can speak English and I am a lovely , energetic and hardworking person besides I have recommended paper from","I can speak English and I am a lovely , energetic and hardworking person . Besides , I have a recommendation letter from"
273,R:OTHER,recommended,a recommendation,"I can speak English and I am a lovely , energetic and hardworking person besides I have recommended paper from","I can speak English and I am a lovely , energetic and hardworking person . Besides , I have a recommendation letter from"
273,R:NOUN,paper,letter,"I can speak English and I am a lovely , energetic and hardworking person besides I have recommended paper from","I can speak English and I am a lovely , energetic and hardworking person . Besides , I have a recommendation letter from"
275,R:PREP,like,as,I have been working like a childhood teacher in a school and I am qualified .,I have been working as a childhood teacher in a school and I am qualified .
276,M:PUNCT,,",",Besides I have cooking skills and I love to cook .,"Besides , I have cooking skills and I love to cook ."
280,U:DET,the,,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:SPELL,tecnology,Technology,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:VERB:SVA,have,has,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:SPELL,chanched,changed,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,U:DET,the,,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:NOUN:NUM,life,lives,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:ORTH,much.in,much . In,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,M:PUNCT,,",","the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:WO,is our life,our life is,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:VERB,respect,compared,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:WO,either to,to either,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,M:NOUN:POSS,,',"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,M:NOUN:POSS,,',"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:OTHER,life.for,lives . For,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,M:PUNCT,,",","the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:OTHER,whacth on tv,watch TV,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:ORTH,tv,TV,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:PREP,on,in,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
280,R:ORTH,young.but,young . But,"the tecnology have chanched the people 's life very much.in fact we can think how different is our life respect either to our parents or our grandparents life.for example my parents did n't whacth on tv , because there was n't any tv on the world when they were young.but it is n't the alone difference : we can think at the mobilefone , the computer ed at least the internet.our grandparents woundn't imagine a strange machine like computer in their life .","Technology has changed people 's lives very much . In fact , we can think how different our life is compared to either our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were young . But it is n't the only difference : we can think of the mobile phone , the computer and , at least , the internet . Our grandparents could n't imagine a strange machine like a computer in their lives ."
